id_cliente,nome_cliente,sobrenome_cliente,nome_completo_cliente,email_cliente,telefone_cliente,ramal_cliente,genero_cliente,data_nascimento_cliente,data_cadastro_cliente,endereco_cliente,cidade_cliente,estado_cliente,pais_cliente,origem_cliente,idade_cliente
78859e1b-8929-46a7-9aa2-beb826f98ee3,Luis,Maciel,Luis Maciel,luis301@hotmail.com,(65) 1031-6035,77243.0,Masculino,1978-04-13,2019-12-10,5729 Carlson Stream,Almirante Tamandaré,Paraná,Brasil,Web,48
517914fe-e594-493f-ad19-4047d6340123,Viviane,Franco,Viviane Franco,viviane.franco640@yahoo.com,(94) 9410-7482,3715.0,Feminino,1996-10-30,2022-12-04,41266 Jason Prairie,Lima Campos,Maranhão,Brasil,Web,29
57ae1e70-a14d-436c-915c-d10885ba53b8,Zelinda,Dias,Zelinda Dias,zelinda.dias545@yahoo.com,(89) 4951-7872,,Feminino,1984-07-27,2022-07-01,532 Chelsea Port,Cachoeiras De Macacu,Rio De Janeiro,Brasil,Web,41
3ccb24c6-f524-4744-8d11-4cc7dcdba191,Ulisses,Martins,Ulisses Martins,ulisses.martins495@gmail.com,(91) 1865-8850,777.0,Masculino,1981-05-04,2021-03-18,178 Williams River,Lages,Santa Catarina,Brasil,Indicação,45
a6ad9f9e-240c-4fde-ae43-65a63028337f,Monica,Luz,Monica Luz,monica856@hotmail.com,(13) 8098-6827,,Feminino,1953-09-12,2018-05-03,963 Martin Route,Guarulhos,São Paulo,Brasil,App,72
1eff4d23-1edf-4651-a5ae-a99e377f9a45,Camila,Silva,Camila Silva,camila.silva@hotmail.com,(82) 8304-0708,,Feminino,1976-07-31,2018-10-18,67048 Nancy Estates Apt. 436,Alegrete,Rio Grande Do Sul,Brasil,Indicação,49
d9394754-3ab0-4943-8f6d-c6d19c2400be,Jaqueline,Pinto,Jaqueline Pinto,jpinto818@yahoo.com,(81) 5343-8053,,Feminino,1971-05-09,2022-11-04,118 Lam Curve,Piritiba,Bahia,Brasil,Web,55
d3dd7491-95c6-4749-867f-45c2f54500d2,Clara,Jesus,Clara Jesus,clara.jesus575@hotmail.com,(99) 4615-3399,,Feminino,1945-09-18,2023-10-26,5883 Daniels Meadows,Araranguá,Santa Catarina,Brasil,App,80
ac6b8328-eb09-49ad-8994-e770ec13e2e1,Elaine,Correia,Elaine Correia,elaine.correia@hotmail.com,(88) 2854-4883,35687.0,Feminino,1990-04-24,2020-01-01,2018 William Drive,Fortaleza,Ceará,Brasil,Indicação,36
7c6e7546-12b0-44e6-849a-5f07e397fd0b,Hilton,Moura,Hilton Moura,hilton.moura335@gmail.com,(84) 9191-4246,585.0,Masculino,2003-06-08,2022-01-07,7286 Claudia Turnpike Apt. 128,Sarzedo,Minas Gerais,Brasil,Web,22
f587fac1-4022-42dd-84ce-08671c89dc72,Mariana,Krause,Mariana Krause,mariana396@gmail.com,(91) 2139-5299,7947.0,Feminino,1986-02-09,2023-01-31,02639 Owens Trace,Betim,Minas Gerais,Brasil,Web,40
e6e097cb-ef75-4ea3-af8e-686cad48e022,Isadora,Jesus,Isadora Jesus,isadora.jesus@gmail.com,(62) 1164-0101,,Feminino,1982-06-22,2021-03-01,8835 Clayton Forks,Três Lagoas,Mato Grosso Do Sul,Brasil,Web,43
82d05253-5475-4c8c-aa10-a31ffd58029d,Paulo,Coelho,Paulo Coelho,paulo.coelho@yahoo.com,(75) 3805-0661,416.0,Masculino,1995-07-08,2019-02-20,41599 Jenkins Well Suite 360,Ortigueira,Paraná,Brasil,Web,30
bd5fc913-03c9-4e3b-9044-385f52df0f91,Juliana,Jesus,Juliana Jesus,juliana386@gmail.com,(87) 7155-4834,,Feminino,1993-09-04,2018-12-10,854 White Stravenue,São Paulo,São Paulo,Brasil,Web,32
705fed54-ac37-4bfc-96de-5daf2d63d123,Vanessa,Luz,Vanessa Luz,vanessa651@yahoo.com,(82) 2191-1279,,Feminino,1950-12-20,2023-03-03,309 Amanda Terrace,Jundiaí,São Paulo,Brasil,Web,75
12985942-4ad0-482e-9c14-9370801c7b13,Tiago,Yokoyama,Tiago Yokoyama,tiago_yokoyama@gmail.com,(92) 1897-7513,490.0,Masculino,1994-11-18,2022-06-16,600 Young Junctions,Rio Verde,Goiás,Brasil,Web,31
fe65d01f-950a-4678-86b3-c19523021fb4,Renato,Quaresma,Renato Quaresma,renato116@gmail.com,(89) 6984-1506,8686.0,Masculino,1983-12-30,2018-12-20,10528 Brett Route,Chapadão Do Céu,Goiás,Brasil,Web,42
d357a458-b678-4a91-817b-fd25e60ebf9c,Danilo,Franco,Danilo Franco,danilo_franco@gmail.com,(79) 0254-2206,8665.0,Masculino,1998-09-16,2018-07-31,471 Gregory Tunnel Suite 973,Perdizes,Minas Gerais,Brasil,Web,27
34e78383-3756-4dcd-b7d8-eae2792a3ef2,Valter,Borges,Valter Borges,valter.borges805@yahoo.com,(99) 3284-3949,,Masculino,1987-06-09,2021-07-14,970 Darlene Springs Apt. 582,Quinta Do Sol,Paraná,Brasil,Web,38
df47f8d4-457f-4f64-81e2-b343e5309f57,Natalia,Teixeira,Natalia Teixeira,natalia_teixeira@hotmail.com,(73) 6201-3918,32990.0,Feminino,1971-01-30,2021-09-17,015 Sanders Plains,Itaitinga,Ceará,Brasil,App,55
b185b117-e753-4a0b-a9e7-71e49199c7af,Larissa,Campos,Larissa Campos,larissa461@hotmail.com,(94) 8507-5155,719.0,Feminino,1981-10-03,2021-08-30,68133 Doris Plain Suite 865,Iranduba,Amazonas,Brasil,Web,44
c9e4e6ba-fe76-490e-b0dc-aecc23b4cc31,Adriano,Quaresma,Adriano Quaresma,adriano.quaresma@yahoo.com,(92) 8083-1861,,Masculino,1967-10-29,2021-05-28,20771 Newman Parkway,Uberlândia,Minas Gerais,Brasil,Web,58
0ef0fbf6-fe7a-4230-83b8-bbed661a85f9,Ester,Martins,Ester Martins,ester.martins720@gmail.com,(12) 8964-6861,,Feminino,1993-03-30,2022-03-20,1962 Davis Streets Suite 920,Caxias,Maranhão,Brasil,App,33
583824ea-4369-46e1-8697-6cb5c6751572,Renan,Garcia,Renan Garcia,renan641@yahoo.com,(98) 3379-7833,934.0,Masculino,1966-09-21,2022-11-09,4078 Williams Light,Curitiba,Paraná,Brasil,Web,59
2cdbe11b-fb76-4407-b486-92ac7a520685,Veronica,Moreira,Veronica Moreira,veronica.moreira525@yahoo.com,(96) 9440-5992,2646.0,Feminino,1982-05-30,2024-10-25,10953 Daniel Well Suite 283,Limeira,São Paulo,Brasil,Web,43
dc5d3990-5737-43df-a848-b20c8dc08d10,Tadeu,Guerra,Tadeu Guerra,tadeu886@gmail.com,(15) 9986-7654,,Masculino,1992-02-29,2022-03-23,9448 Heidi Roads Apt. 500,Paranaguá,Paraná,Brasil,App,34
18b63707-4b89-4e2b-979d-9560af37d5d9,Barbara,Andrade,Barbara Andrade,bandrade623@yahoo.com,(82) 0688-0662,,Feminino,1990-07-11,2024-06-06,1927 Jason Plain Suite 398,Brasília,Distrito Federal,Brasil,Indicação,35
03b1cd6c-b183-4652-81b5-9a59fdeb4318,Gerson,Imperatore,Gerson Imperatore,gimperatore318@yahoo.com,(89) 4942-3713,,Masculino,1963-05-21,2022-07-23,702 Rosales Ridges,Pontal Do Paraná,Paraná,Brasil,App,62
0ffe28c0-4885-4464-b335-02097a871c60,Penelope,Jesus,Penelope Jesus,penelope.jesus845@hotmail.com,(84) 7262-4903,9480.0,Feminino,1980-05-19,2021-05-18,850 Donna Stream Apt. 188,Mirinzal,Maranhão,Brasil,Indicação,45
769858f5-55f5-4b64-9653-c64284d73e85,Eduarda,Teixeira,Eduarda Teixeira,eduarda501@yahoo.com,(81) 4249-5006,11.0,Feminino,1976-05-27,2018-11-12,272 Douglas Plaza Suite 165,Lençóis,Bahia,Brasil,Web,49
dc47de81-0116-421c-9906-5e136eefa829,Adriana,Teixeira,Adriana Teixeira,adriana.teixeira@hotmail.com,(75) 9040-4096,2479.0,Feminino,1999-10-08,2023-01-05,0088 Martin Roads Suite 164,Santa Luzia,Bahia,Brasil,Web,26
0cb31e62-b93b-4f16-a5f4-2bd6b503e17c,Zulmira,Henriques,Zulmira Henriques,zulmira.henriques270@hotmail.com,(92) 7843-5346,95712.0,Feminino,2004-08-24,2022-01-19,59668 Chung Trail,Alenquer,Pará,Brasil,App,21
14c62fa1-ab5d-493c-9c1c-26d5051ecece,Fabricio,Campos,Fabricio Campos,fabricio881@hotmail.com,(28) 9668-8863,83458.0,Masculino,1983-06-02,2021-02-26,28412 Clifford Coves,Juazeiro Do Norte,Ceará,Brasil,Indicação,42
c470da61-7a32-4ee4-bb0f-c9bfc0032b8b,Jonatan,Barbosa,Jonatan Barbosa,jonatan.barbosa600@yahoo.com,(87) 9302-6285,,Masculino,1960-06-14,2024-12-02,42673 Galvan Track Apt. 636,Poço Redondo,Sergipe,Brasil,Web,65
01f399fe-229f-4e60-b258-5f9eda02ad1e,Artur,Araújo,Artur Araújo,artur_araujo@hotmail.com,(95) 8172-8319,45674.0,Não Informado,1987-09-20,2021-07-13,7720 Karina Bridge,Abadia De Goiás,Goiás,Brasil,Web,38
e77607a2-f41f-40b5-92fa-a9381e23dc46,Clara,Miranda,Clara Miranda,clara691@yahoo.com,(99) 6393-7775,,Feminino,1994-12-24,2022-11-15,61937 Morales Well,São Francisco Do Guaporé,Rondônia,Brasil,Web,31
0dcb53f4-6031-47c2-94cd-347585faa3de,Valdo,Wanderley,Valdo Wanderley,valdo.wanderley645@yahoo.com,(67) 3001-3823,4366.0,Masculino,1960-02-08,2022-04-08,5160 Adams Crossing,Curitiba,Paraná,Brasil,App,66
a872ee53-3523-41c9-a3df-952005879b59,Tatiana,Pinto,Tatiana Pinto,tatiana_pinto@gmail.com,(92) 8417-3098,469.0,Feminino,1999-07-23,2019-04-20,44353 Lisa Gateway,Salvador,Bahia,Brasil,Web,26
29056b5a-85f4-4c5c-ab4d-ebb99febadee,Eduarda,Martins,Eduarda Martins,eduarda246@hotmail.com,(85) 1679-2254,,Feminino,2000-12-28,2023-04-20,612 James Port Apt. 417,Palotina,Paraná,Brasil,App,25
95c70667-f091-4817-a5a9-213b609a8c5a,Ivan,Xisto,Ivan Xisto,ivan_xisto@1.com.br,(82) 6502-6822,,Masculino,1986-09-01,2020-11-30,6815 Mueller Springs,Paripueira,Alagoas,Brasil,Web,39
06b1311f-b084-4ebb-9e30-193d049ea401,Bruno,Ulhoa,Bruno Ulhoa,bulhoa933@yahoo.com,(92) 6426-8385,842.0,Masculino,1992-09-19,2022-10-22,478 Elizabeth Lane Suite 765,Ji-paraná,Rondônia,Brasil,Web,33
e8e29260-a4fb-4f31-9848-4b8d38a0f212,Livia,Carvalho,Livia Carvalho,lcarvalho663@gmail.com,(85) 8125-5568,613.0,Feminino,1995-06-22,2021-09-04,7278 Fred Lake,Belford Roxo,Rio De Janeiro,Brasil,Web,30
f1f65ad2-5714-4e5f-9921-f50ebbadc446,Ulisses,Moreira,Ulisses Moreira,ulisses_moreira@hotmail.com,(95) 7693-5339,,Masculino,1977-07-01,2023-02-18,2513 Bailey Plaza,Esteio,Rio Grande Do Sul,Brasil,Web,48
d7011d8a-e368-46d5-aec4-71756114e0c9,Aline,Jesus,Aline Jesus,aline.jesus840@yahoo.com,(97) 0489-6650,9081.0,Feminino,1993-11-13,2022-04-15,50441 Banks Squares Apt. 043,Couto De Magalhães De Minas,Minas Gerais,Brasil,Web,32
0623681e-5897-4922-a823-1ed267ed0646,Clara,Xerez,Clara Xerez,clara.xerez@1.com.br,(73) 2710-1226,1716.0,Feminino,1995-05-03,2019-02-15,1791 Jeffrey Lights Apt. 911,Guarulhos,São Paulo,Brasil,Web,31
b42ad0d1-7c5c-45a2-bbb3-17eb9a977e67,Nicolas,Dias,Nicolas Dias,ndias563@gmail.com,(88) 6222-8479,,Masculino,1990-02-28,2023-11-25,064 Sara Mall Apt. 766,Ouro Branco,Minas Gerais,Brasil,App,36
0fc5df4e-1370-40a0-bfed-ae82a0cf7f69,Vanessa,Coutinho,Vanessa Coutinho,vcoutinho553@yahoo.com,(83) 3226-0871,8500.0,Feminino,1954-05-04,2020-12-16,3591 Hammond Row,Porto Da Folha,Sergipe,Brasil,Web,72
2c00286e-955c-4f2a-ad5d-3f8c7b0c950c,Nadia,Andrade,Nadia Andrade,nadia_andrade@gmail,(13) 6585-6642,,Feminino,1996-03-04,2019-09-11,117 Grimes Port,Cascavel,Paraná,Brasil,Web,30
2536fc07-f433-4db8-a12a-13ad7d2a46e3,Giovana,Xavier,Giovana Xavier,gxavier248@yahoo.com,(86) 5716-7430,,Feminino,2022-08-02,2024-07-15,757 Jenny Orchard Apt. 038,Rio De Janeiro,Rio De Janeiro,Brasil,Web,3
ededf631-e7e0-421e-ba7c-c2146bf0435d,Rafaela,Costa,Rafaela Costa,rafaela.costa900@yahoo.com,(93) 8781-7183,,Feminino,1990-03-26,2022-08-20,52862 Oneill Rest,Soledade,Rio Grande Do Sul,Brasil,Indicação,36
16c2145c-05c4-4158-9888-44a768671653,Nicolas,Macedo,Nicolas Macedo,nicolas126@hotmail.com,(92) 2749-6748,,Masculino,1949-05-10,2021-04-16,848 Jackson Springs,São Paulo,São Paulo,Brasil,Web,77
c628a9ee-96ad-4e89-b877-b762d0cc15b8,Olivia,Zimmermann,Olivia Zimmermann,olivia426@yahoo.com,(91) 7116-9508,,Feminino,1987-09-01,2019-05-25,6270 Carroll Vista,Jundiaí,São Paulo,Brasil,Web,38
4af12086-ac7f-408a-bf3b-bb8a00d692d3,Nathan,Nagata,Nathan Nagata,nnagata888@hotmail.com,(88) 2703-8892,,Masculino,1995-11-21,2018-12-16,708 Steven Mountain Suite 581,Itaquaquecetuba,São Paulo,Brasil,Web,30
4aa75d96-84fe-4a38-ad44-d065a74a2962,Carlos,Ornelas,Carlos Ornelas,carlos591@hotmail.com,(77) 3122-4967,,Masculino,1946-05-30,2018-01-30,76866 Caleb Garden,Ivinhema,Mato Grosso Do Sul,Brasil,App,79
45aa701f-b6ef-451b-b860-2915495c2bc1,Quesley,Silva,Quesley Silva,quesley951@gmail.com,(74) 7220-7504,83749.0,Masculino,1982-10-02,2023-10-09,66862 Angela Stravenue,Capão Do Leão,Rio Grande Do Sul,Brasil,App,43
54d4901a-d5e0-41e1-902c-a7e861304a15,Valeria,Santos,Valeria Santos,valeria411@yahoo.com,(91) 4073-6973,3228.0,Feminino,1995-03-12,2020-03-12,3829 Warren Village,Goiânia,Goiás,Brasil,Web,31
89812b86-cfad-4b48-8322-2138f259d74a,Paloma,Horta,Paloma Horta,paloma_horta@hotmail.com,(81) 4741-5781,87648.0,Feminino,1960-02-22,2022-04-30,39665 Ward Mount Suite 410,Itaboraí,Rio De Janeiro,Brasil,Web,66
ba8477ae-5c91-4339-b1fe-3facdda80a7d,Tulio,Nogueira,Tulio Nogueira,tulio_nogueira@yahoo.com,(77) 2233-7761,,Masculino,1991-10-11,2022-07-07,2536 Allen Parkways,São Sebastião,São Paulo,Brasil,Web,34
b38e16c6-06fe-49c0-9a9a-201607d8fd28,Walquiria,Rocha,Walquiria Rocha,walquiria421@hotmail.com,(96) 8763-9017,,Feminino,1985-03-22,2021-06-05,945 Anderson Knoll Apt. 161,Barra Do Chapéu,São Paulo,Brasil,App,41
0600a744-fdfc-4d9d-90d6-450fa8967734,Quezia,Luz,Quezia Luz,qluz723@hotmail.com,(96) 7729-8023,349.0,Feminino,1986-08-21,2019-07-21,0604 Doris Inlet,Salvador,Bahia,Brasil,Web,39
c10d2e8d-2bde-45e6-b049-a6332640d76c,Marta,Dias,Marta Dias,marta131@yahoo.com,(82) 7418-4206,,Feminino,1974-12-12,2019-09-12,4827 Matthew Roads,Peruíbe,São Paulo,Brasil,App,51
4fd30092-1a4c-4615-add2-571597ebc8e6,Ingrid,Zanetti,Ingrid Zanetti,ingrid.zanetti460@hotmail.com,(95) 2936-4390,24258.0,Feminino,1982-07-05,2020-11-20,56303 Mercer Squares,Recife,Pernambuco,Brasil,Web,43
00ae41af-7588-4fa6-848f-c13b6e148d1b,Alisson,Uchoa,Alisson Uchoa,alisson.uchoa@yahoo.com,(86) 4272-2817,256.0,Masculino,1991-03-15,2020-05-24,238 Tony Shoal Apt. 783,Santa Cruz Da Conceição,São Paulo,Brasil,Web,35
cb3dd873-46ad-46ba-8ba3-d2ba1c35a267,Celso,Lopes,Celso Lopes,celso726@hotmail.com,(97) 9490-5387,5077.0,Masculino,1991-08-28,2019-05-21,57303 Lopez Vista,Nova Iguaçu,Rio De Janeiro,Brasil,App,34
3879df3e-5bd6-4047-9bc2-2e6390c1ec16,Kelly,Castro,Kelly Castro,kelly_castro@gmail.com,(86) 8425-4118,,Feminino,1985-09-10,2018-07-23,5551 Gutierrez Throughway,Natal,Rio Grande Do Norte,Brasil,Web,40
a5db0bf6-63d6-4831-a2d4-425a92ae279a,Soraya,Bessa,Soraya Bessa,soraya.bessa180@yahoo.com,(86) 0296-1358,9250.0,Feminino,2006-08-31,2023-07-03,548 Atkinson Camp Suite 516,Itabuna,Bahia,Brasil,App,19
572e9561-ed99-4e8e-b3e7-4c4b043bdb82,Ursula,Juste,Ursula Juste,ursula.juste225@hotmail.com,(93) 1894-9915,,Feminino,1997-11-30,2018-06-24,544 Robert Lock Apt. 947,São João Do Paraíso,Minas Gerais,Brasil,App,28
46717bb8-4a03-4c71-82e0-deedc976b7e2,Duda,Rocha,Duda Rocha,duda441@yahoo.com,(73) 8355-0403,914.0,Feminino,1965-01-02,2018-05-20,747 Thompson Oval Apt. 128,Juazeiro,Bahia,Brasil,Web,61
a7f561f1-ae0e-4211-ab4e-be3f8270d39d,Vanessa,Nogueira,Vanessa Nogueira,vanessa_nogueira@yahoo.com,(77) 6335-1211,,Feminino,1994-01-14,2018-07-05,95733 Mckinney Club,Tupã,São Paulo,Brasil,App,32
307c6a75-0503-461c-917c-a6a04f472c35,Laura,Oliveira,Laura Oliveira,laura.oliveira390@hotmail.com,(55) 1212-0217,,Feminino,1991-07-20,2019-06-16,928 Paul Crossroad,Poços De Caldas,Minas Gerais,Brasil,Web,34
0754ce19-6559-4c30-b9d3-6db549c85181,Artur,Xavier,Artur Xavier,axavier863@gmail.com,(82) 9314-2107,,Masculino,1982-08-17,2021-01-11,4640 James Plain,São Caitano,Pernambuco,Brasil,Web,43
4b4f6978-deb0-4887-86dc-34b50cbe837b,Isaias,Oliveira,Isaias Oliveira,ioliveira858@gmail.com,(67) 3192-0320,,Masculino,1996-01-03,2022-03-17,131 Phelps Prairie Apt. 400,Buritirama,Bahia,Brasil,Web,30
50c64dc8-abc0-49fc-a474-3eb35d4e39cb,Wendell,Duarte,Wendell Duarte,wendell.duarte@yahoo.com,(97) 1934-9471,7465.0,Masculino,1998-03-19,2018-12-17,36845 Daniel Junctions,Santa Luzia,Bahia,Brasil,App,28
0e4dfe1e-5993-4762-a9db-d83ef330716c,Monica,Coelho,Monica Coelho,monica.coelho@gmail.com,(94) 0693-6065,6977.0,Feminino,1989-06-07,2019-07-09,85731 Jones Point Suite 102,Nova Iguaçu,Rio De Janeiro,Brasil,Web,36
ac829def-f27c-490e-8d3c-715ad1c71be1,Vanessa,Gomes,Vanessa Gomes,vanessa_gomes@hotmail.com,(74) 6034-1174,6.0,Feminino,1972-09-23,2020-08-10,13593 Davenport Run,São João De Meriti,Rio De Janeiro,Brasil,Web,53
fd2f80fe-26ea-4250-814e-b3472384d179,Berenice,Ribeiro,Berenice Ribeiro,bribeiro138@yahoo.com,(66) 4421-3512,24933.0,Feminino,1970-05-22,2023-12-11,588 Wright Divide,Cachoeirinha,Rio Grande Do Sul,Brasil,App,55
f7992a89-d8b6-4204-a7ac-cb32ce6a86b9,Yago,Costa,Yago Costa,ycosta713@yahoo.com,(88) 0238-3868,4246.0,Masculino,2005-10-09,2018-07-15,3789 Morgan Views Apt. 865,Porto Alegre,Rio Grande Do Sul,Brasil,Web,20
825c133e-1933-4066-b5e3-2e83bda9db1d,Ursula,Siqueira,Ursula Siqueira,ursula621@yahoo.com,(67) 0640-0711,,Feminino,1999-07-01,2019-03-30,3801 Robert Trafficway Apt. 447,Frei Miguelinho,Pernambuco,Brasil,App,26
ef49cf91-30a2-4498-87f5-c5068a62700f,Keila,Iglesias,Keila Iglesias,keila306@hotmail.com,(96) 7916-6313,9054.0,Feminino,1974-03-27,2022-10-25,7526 Williams Isle,Cuiabá,Mato Grosso,Brasil,Web,52
09b1d5d2-ac0e-4f7e-815f-6e99cbe334ad,Veronica,Andrade,Veronica Andrade,vandrade158@gmail.com,(92) 2157-4759,,Feminino,1974-01-19,2022-08-10,78366 Desiree Ways Apt. 705,Curitiba,Paraná,Brasil,App,52
7ea5b4ea-c69b-477b-9a44-aa4fd341d67b,Mirella,Rocha,Mirella Rocha,mrocha828@hotmail.com,(77) 3460-3074,,Feminino,1981-01-10,2022-07-16,885 Rachel Estate Apt. 300,Bauru,São Paulo,Brasil,Web,45
3ed06279-19ae-457e-a840-8bb6969d1840,Mirella,Miranda,Mirella Miranda,mirella376@yahoo.com,(75) 5033-8033,,Feminino,1995-11-21,2018-03-27,399 Michael Ways,Bauru,São Paulo,Brasil,App,30
e4032828-12d1-423b-b67e-74773966d3f6,Amelia,Vargas,Amelia Vargas,avargas583@hotmail.com,(96) 0839-2555,685.0,Feminino,2002-04-01,2022-10-04,6361 Molina Forges Suite 122,União Dos Palmares,Alagoas,Brasil,Web,24
af500b1a-94c1-4838-83e2-c2d1204b0b89,Yuri,Cavalcanti,Yuri Cavalcanti,yuri.cavalcanti@yahoo.com,(69) 1122-1127,,Masculino,1982-08-20,2021-03-09,502 Elizabeth Track Suite 562,Uberaba,Minas Gerais,Brasil,App,43
a05af5a0-c3f8-4976-bbe0-38736848ab02,Nicolas,Ortiz,Nicolas Ortiz,nortiz788@1.com,(81) 1481-5511,9321.0,Masculino,1996-10-03,2019-06-10,786 Guzman Plaza Suite 687,Juazeiro,Bahia,Brasil,Web,29
3ff80c64-aeab-435c-afe2-4a3c1c95b574,Luan,Ribeiro,Luan Ribeiro,lribeiro318@gmail.com,(83) 5770-1329,,Masculino,1995-02-22,2022-12-22,05176 Lance Vista,Nova Iguaçu,Rio De Janeiro,Brasil,Web,31
42cc98b4-cb89-4d59-8c9c-ce38d5025872,Wendeline,Carvalho,Wendeline Carvalho,wendeline.carvalho215@hotmail.com,(94) 6516-5882,6696.0,Feminino,1980-09-20,2020-03-27,4687 Denise Squares,Maceió,Alagoas,Brasil,Web,45
bf2e37d7-bade-4dd4-a69f-d8602a73a8e3,Ursula,Iglesias,Ursula Iglesias,ursula.iglesias590@gmail.com,(87) 0688-8471,958.0,Feminino,1999-06-06,2021-12-14,9970 Rachel Track,São Paulo,São Paulo,Brasil,App,26
20ea38ca-7e6b-441e-9aab-5d557cf9c114,Sergio,Moura,Sergio Moura,sergio.moura@gmail.com,(96) 5269-2714,792.0,Masculino,1989-07-27,2021-05-06,7167 Snyder Keys,Igarapé-açu,Pará,Brasil,App,36
6cfdd70f-15a3-4952-8efc-b187a8521295,Jefferson,Hora,Jefferson Hora,jefferson746@yahoo.com,(89) 0918-5925,,Masculino,1992-10-20,2020-07-01,0931 Hernandez Key,Ibititá,Bahia,Brasil,Web,33
562df26c-d8a6-4dbb-a697-b86fb405f8c3,Rosa,Drummond,Rosa Drummond,rosa671@yahoo.com,(73) 7833-0226,53292.0,Feminino,1979-03-28,2022-03-21,17665 Davis Park Apt. 813,Maracanaú,Ceará,Brasil,Web,47
ed94b79c-c690-47e5-9ddd-d9ded06e6d16,Italo,Esteves,Italo Esteves,italo.esteves610@hotmail.com,(91) 8262-9555,68471.0,Masculino,1976-03-03,2022-02-25,5266 Garrett Glens Apt. 419,Guimarânia,Minas Gerais,Brasil,Indicação,50
b566ddd9-ee10-46c8-9821-b3efa809b829,Samuel,Silva,Samuel Silva,samuel.silva@gmail.com,(92) 9567-2151,6723.0,Masculino,1969-04-17,2023-09-21,3954 Michael Lodge Apt. 385,Guarulhos,São Paulo,Brasil,App,57
44e0b8e5-cd6b-44e5-b1ad-093da710b149,Renata,Fonseca,Renata Fonseca,renata.fonseca@gmail.com,(15) 8098-4458,26.0,Feminino,1981-07-19,2022-07-21,584 Boyd View Apt. 378,Riolândia,São Paulo,Brasil,Web,44
afb1505b-fbce-430c-a2bb-7165f6fc781b,Celso,Silva,Celso Silva,celso_silva@yahoo.com,(87) 8633-9832,8452.0,Masculino,1986-07-28,2020-01-29,78232 Sydney Street,São Paulo,São Paulo,Brasil,Web,39
9357e17f-ffde-4173-8d8d-4b1ddba823fa,Maria,Estrada,Maria Estrada,maria.estrada@hotmail.com,(87) 7127-0660,56860.0,Feminino,1994-06-26,2018-12-23,284 Ward Plaza Suite 120,Cachoeiro De Itapemirim,Espírito Santo,Brasil,App,31
7bd9c1b6-9978-45a5-b8e6-60d4a7233417,Hannah,Moura,Hannah Moura,hannah541@gmail.com,(83) 0375-8040,8140.0,Feminino,1977-01-23,2020-10-19,7449 Kelly Fort,Acreúna,Goiás,Brasil,App,49
854b5c06-e9ad-4eca-878f-7127d4d29203,Yago,Pinto,Yago Pinto,yago_pinto@gmail.com,(66) 6140-3029,,Masculino,1977-08-06,2023-12-16,571 CHRISTINE LODGE APT. 209,Cuiabá,Mato Grosso,Brasil,Web,48
5c0eae57-6afe-4fac-9c53-a9c59437fa42,Wesley,Hadad,Wesley Hadad,wesley481@gmail.com,(81) 3884-3221,,Masculino,1994-10-22,2021-07-18,499 Todd Pass,Morada Nova,Ceará,Brasil,Web,31
6e0f1c6f-4e14-4dd5-91eb-d3c2da7e05ba,Diego,Lima,Diego Lima,diego946@gmail.com,(91) 8462-6464,5142.0,Masculino,1997-06-11,2018-08-16,463 Courtney Stravenue Apt. 954,Maracanaú,Ceará,Brasil,Web,28
b72594d7-55da-4236-88c2-ef05225bebe0,Jaqueline,Sampaio,Jaqueline Sampaio,jaqueline_sampaio@hotmail.com,(87) 6392-6530,,Feminino,1971-06-17,2024-08-07,89040 Monica Manors,Santa Cruz Da Conceição,São Paulo,Brasil,App,54
3f9a533b-6e24-47ec-9fe9-ca945f53e269,Fabiana,Wanderley,Fabiana Wanderley,fabiana781@gmail.com,(96) 8125-7995,5289.0,Feminino,1995-07-20,2020-11-13,156 Hall Coves Apt. 866,Carangola,Minas Gerais,Brasil,Web,30
b2e4e468-e8ed-4dfb-bb8f-c3ce1578113c,Hilton,Jesus,Hilton Jesus,hilton.jesus280@hotmail.com,(94) 5669-2810,1687.0,Masculino,1995-05-06,2021-09-16,40194 Baker Ways Apt. 262,Rio De Janeiro,Rio De Janeiro,Brasil,Web,31
cf5c19dc-9756-404c-85b6-068d1e057ec5,Rosa,Zampieri,Rosa Zampieri,rosa511@,(86) 8780-1700,46162.0,Feminino,1982-02-23,2022-08-25,436 Burch Ports,Lagoa Formosa,Minas Gerais,Brasil,Web,44
67de06c8-42e0-4d0c-839e-a0ca71f66ac9,Xenofonte,Xerez,Xenofonte Xerez,xxerez988@yahoo.com,(75) 3004-7105,5370.0,Masculino,1996-07-30,2019-11-04,807 Sharp Heights Apt. 088,Várzea Da Palma,Minas Gerais,Brasil,Web,29
6afe20d9-052d-4798-adb3-77136ecd8629,Roberta,Duarte,Roberta Duarte,roberta381@gmail.com,(89) 3189-8412,5644.0,Feminino,1968-09-15,2024-06-15,1277 Chan Groves Apt. 827,Goiânia,Goiás,Brasil,Web,57
63b275fc-1860-490a-bb12-ea5125f0fa1f,Ricardo,Coutinho,Ricardo Coutinho,rcoutinho908@gmail.com,(91) 7826-4708,901.0,Masculino,1984-12-27,2024-07-09,34408 Leonard Expressway Suite 811,Lorena,São Paulo,Brasil,App,41
