id_cliente,nome_cliente,sobrenome_cliente,nome_completo_cliente,email_cliente,telefone_cliente,genero_cliente,cidade_cliente,estado_cliente,pais_cliente,origem_cliente,data_cadastro_cliente,idade_cliente,total_pedidos,receita_total_cliente,ticket_medio_cliente,total_itens_comprados,data_primeira_compra,data_ultima_compra,recencia_dias,pedidos_entregues,pedidos_cancelados,pedidos_reembolsados,total_tickets,tickets_abertos,tickets_fechados,tempo_medio_resolucao_horas,nota_media_atendimento,data_ultimo_ticket,total_avaliacoes,nota_media_produto,nps_medio_cliente,taxa_recomendacao_cliente,data_ultima_avaliacao,total_sessoes,total_eventos,tempo_medio_pagina_seg,data_ultimo_evento,eventos_compra,eventos_add_carrinho,eventos_pageview,faixa_valor_cliente,cliente_ativo_90d
33ad2ef4-680d-432e-89d1-b70c0cb70ae2,Igor,Duarte,Igor Duarte,igor361@yahoo.com,(85) 5783-0731,Masculino,Duque De Caxias,Rio De Janeiro,Brasil,Web,2021-09-04,30,4,11156.47,2789.1175,11,2024-04-16,2025-07-16,302.0,0,0,0,0,0,0,,,,2,4.0,9.5,1.00000,2025-07-16,9,9,685.2222222222222,2026-03-14 22:44:56,0,1,5,Alto Valor,False
a91ab9df-734d-4d54-96e0-41003babb04a,Olivia,Sampaio,Olivia Sampaio,olivia111@yahoo.com,(99) 4848-4372,Feminino,Águas Belas,Pernambuco,Brasil,Indicação,2021-11-10,68,9,13638.099999999999,1948.2999999999997,26,2023-07-04,2026-02-22,81.0,0,0,0,1,0,0,27.0,5.0,2026-02-15 18:17:00,4,4.25,8.75,1.00000,2026-03-29,8,8,1347.625,2025-12-09 14:25:13,0,0,6,Alto Valor,True
58f3ddc1-d7d0-469d-b723-59c3ccb6df88,Tiago,Xisto,Tiago Xisto,tiago.xisto@gmail.com,(18) 2999-9079,Masculino,Caxias Do Sul,Rio Grande Do Sul,Brasil,Web,2020-03-18,35,6,3762.0099999999998,627.0016666666667,15,2023-02-02,2026-01-24,110.0,0,0,0,0,0,0,,,,5,3.6,7.6,0.80000,2024-10-24,5,5,260.8,2025-04-18 11:54:22,0,0,3,Alto Valor,False
74a96977-9faa-4a50-b18e-d2cf5aaeda93,Yolanda,Imperatore,Yolanda Imperatore,yimperatore458@hotmail.com,(98) 7526-5761,Feminino,Altos,Piauí,Brasil,Indicação,2019-07-02,52,10,17995.43,1799.5430000000001,25,2023-05-30,2025-07-07,311.0,0,0,0,1,0,0,108.0,3.0,2025-07-04 13:25:00,2,2.5,4.0,0.50000,2025-08-12,12,12,280.3,2026-03-21 03:41:49,0,2,6,Alto Valor,False
8aca5115-14dd-4292-87e6-09a7246c870e,Fabio,Yamamoto,Fabio Yamamoto,fabio161@gmail.com,(88) 8557-9031,Masculino,Ouro Preto,Minas Gerais,Brasil,App,2018-11-08,45,9,14076.630000000001,1759.5787500000001,22,2023-10-30,2025-07-05,313.0,0,0,0,1,0,0,105.0,4.0,2023-11-04 03:10:00,4,3.0,6.75,0.75000,2024-08-09,7,7,295.2,2025-05-25 03:02:40,0,1,2,Alto Valor,False
5296098f-1a80-4e03-9935-e834d22bdbfd,Henrique,Batista,Henrique Batista,henrique.batista@gmail.com,(81) 9313-3409,Masculino,Fortaleza,Ceará,Brasil,App,2021-04-20,29,6,1679.2799999999997,335.85599999999994,19,2023-08-16,2025-07-17,301.0,0,0,0,0,0,0,,,,5,3.8,7.8,0.80000,2025-09-12,10,10,254.22222222222223,2025-07-26 13:56:50,0,1,4,Medio Valor,False
b2aa30cf-e8dd-4b5d-a616-8df09de4799f,Yonatan,Neto,Yonatan Neto,yonatan.neto580@gmail.com,(86) 8472-3164,Masculino,Jacareí,São Paulo,Brasil,Web,2021-08-19,46,6,4044.2400000000002,674.0400000000001,11,2023-04-08,2026-05-08,6.0,0,0,0,1,0,0,141.0,4.0,2024-12-31 23:05:00,3,3.6666666666666665,8.0,0.66667,2026-05-08,4,4,422.25,2024-11-03 23:52:18,0,3,0,Alto Valor,True
501eade5-7541-5f7a-a5be-b686e32413d3,Hannah,Menezes,Hannah Menezes,hmenezes113@email.com,(21) 92634-2391,Feminino,Tanque D'arca,Alagoas,Brasil,Indicação,2025-05-26,34,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
365078a7-3a0a-5697-a0d3-591232377bff,Fernando,Brito,Fernando Brito,fernando801@email.com,(31) 91988-9080,Masculino,Guarujá,São Paulo,Brasil,Indicação,2025-07-15,37,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
be2e38da-544b-525d-ad67-2fef2494e87f,Fernanda,Rodrigues,Fernanda Rodrigues,fernanda_rodrigues@email.com,(51) 91144-0281,Feminino,Londrina,Paraná,Brasil,Web,2025-07-24,43,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
36f676e2-069f-57cf-a292-216e07d28dd4,Quesley,Werneck,Quesley Werneck,quesley_werneck@email.com,(11) 97747-5439,Masculino,Simonésia,Minas Gerais,Brasil,Web,2025-09-10,82,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
d4637032-d777-5103-b366-4d16d4001947,Yonatan,Silva,Yonatan Silva,ysilva258@1.com,(85) 92168-4806,Masculino,Itapevi,São Paulo,Brasil,App,2025-10-13,41,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
20f6822d-d4f9-5837-a6c1-e29c0a3c5b99,Xanda,Cardoso,Xanda Cardoso,xanda671@email.com,(21) 93171-3723,Feminino,Campinas,São Paulo,Brasil,Web,2025-10-05,20,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
27984583-7ec9-5df5-8484-e8c537a90842,Karen,Viana,Karen Viana,karen_viana@email.com,(71) 94802-8707,Feminino,Brasília,Distrito Federal,Brasil,Indicação,2025-11-07,23,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
044457c5-af73-5b41-b14a-d4d2b89552c7,Debora,Teixeira,Debora Teixeira,debora.teixeira655@email.com,(41) 92577-9227,Feminino,Boa Vista,Roraima,Brasil,Web,2026-03-18,22,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
4dfc3132-ca2c-4df5-b7d5-0ca5cbc37fb0,Bruno,Nogueira,Bruno Nogueira,bruno966@yahoo.com,(97) 9184-7518,Masculino,Monte Aprazível,São Paulo,Brasil,Web,2022-11-10,26,5,14420.310000000001,2884.0620000000004,11,2023-09-07,2024-11-09,551.0,0,0,0,0,0,0,,,,5,4.4,8.4,0.80000,2024-11-25,9,9,153.22222222222223,2026-02-10 09:58:44,0,0,4,Alto Valor,False
8dfb4160-b333-44c3-b53a-49f2422772ca,Jade,Iglesias,Jade Iglesias,jade.iglesias210@gmail.com.,(74) 9116-1632,Feminino,João Pessoa,Paraíba,Brasil,Web,2019-08-05,21,3,7738.66,2579.5533333333333,8,2023-12-10,2025-04-03,406.0,0,0,0,0,0,0,,,,3,3.0,7.333333333333333,0.66667,2025-04-30,6,6,386.1666666666667,2024-12-06 08:07:47,0,1,2,Alto Valor,False
1abbdb87-4bc2-4913-9264-6adc15c3fd43,Emanuel,Imperatore,Emanuel Imperatore,emanuel_imperatore@gmail.com,(94) 8159-5179,Masculino,Surubim,Pernambuco,Brasil,Web,2022-07-04,34,7,10203.46,1457.6371428571426,24,2023-05-19,2026-02-09,94.0,0,0,1,1,0,0,225.0,2.0,2025-10-13 12:46:00,2,4.5,9.0,1.00000,2025-09-05,7,7,230.85714285714286,2026-03-07 04:53:47,0,1,4,Alto Valor,False
58e70d03-b2dc-4eb3-8aaf-ce3014bb8a8c,Paula,Franco,Paula Franco,paula_franco@hotmail.com,(96) 0366-9985,Feminino,Papanduva,Santa Catarina,Brasil,Web,2020-09-04,41,5,5174.79,1034.958,15,2023-01-27,2024-08-12,640.0,0,0,0,0,0,0,,,,4,3.75,7.75,1.00000,2025-01-27,7,7,333.85714285714283,2025-08-12 03:50:42,0,3,1,Alto Valor,False
53a6a65a-8fb4-4b5f-a9d0-3b66aa711b93,Xisto,Lopes,Xisto Lopes,xisto.lopes@1.com.br,(21) 8519-8369,Masculino,Ponta Grossa,Paraná,Brasil,Web,2023-05-12,42,7,2569.28,428.21333333333337,17,2023-01-30,2025-04-05,404.0,0,0,0,0,0,0,,,,4,4.25,9.5,1.00000,2025-01-27,6,6,377.1666666666667,2025-12-27 14:25:17,0,1,2,Alto Valor,False
399af7bf-adf8-48de-9506-f37dc6f572bc,Querinton,Luz,Querinton Luz,qluz908@hotmail.com,(84) 0741-0948,Masculino,Guadalupe,Piauí,Brasil,App,2020-09-09,35,9,23399.49,2924.93625,18,2023-03-29,2026-05-21,-7.0,0,0,0,0,0,0,,,,7,4.714285714285714,9.285714285714286,1.00000,2026-06-12,9,9,272.77777777777777,2026-02-24 21:25:23,0,3,3,Alto Valor,True
f6f0733a-1a68-4376-87dd-cee56428a0bd,Wendeline,Coelho,Wendeline Coelho,wcoelho173@gmail.com,(89) 0744-8459,Feminino,Catunda,Ceará,Brasil,Web,2021-02-13,65,7,2955.6099999999997,591.122,16,2023-05-27,2026-01-12,122.0,0,0,0,0,0,0,,,,5,3.2,5.6,0.60000,2026-01-16,8,8,308.375,2026-01-27 18:28:54,0,2,5,Alto Valor,False
decbfe8e-c56f-4a9f-9db1-ed0f774749f9,Everton,Iglesias,Everton Iglesias,everton.iglesias345@gmail.com,(93) 1980-1979,Masculino,Jardim Alegre,Paraná,Brasil,App,2021-02-15,51,19,36825.92,2301.62,54,2023-04-16,2026-04-21,23.0,0,0,1,4,0,0,180.0,4.25,2026-02-20 07:42:00,9,3.5555555555555554,7.0,0.66667,2026-06-20,16,16,216.71428571428572,2026-03-05 01:29:36,0,3,3,Alto Valor,True
8d0bc154-bdfe-49cc-9b02-5787eeb72608,Gilberto,Hadad,Gilberto Hadad,gilberto_hadad@hotmail.com,(82) 4305-5291,Masculino,Nova Ponte,Minas Gerais,Brasil,App,2020-04-06,7,10,4160.63,416.063,25,2023-02-19,2026-02-06,97.0,0,0,2,3,0,0,103.0,2.6666666666666665,2025-02-18 17:38:00,5,3.2,8.6,1.00000,2025-11-08,6,6,260.0,2025-06-12 23:32:17,0,0,2,Alto Valor,False
245ef234-f6b4-4906-bf2f-66e6b61c704a,Kleberson,Batista,Kleberson Batista,kleberson.batista@gmail.com,(96) 1126-5996,Masculino,São Paulo,São Paulo,Brasil,App,2019-06-25,41,6,3284.59,656.918,16,2023-07-09,2025-11-23,172.0,0,0,0,3,0,0,139.5,4.5,2025-11-15 20:06:00,1,2.0,4.0,0.00000,2026-01-11,5,5,294.8,2026-02-05 08:26:39,0,0,4,Alto Valor,False
ec83ea71-b44b-49f0-98ee-52286a3b03d2,Urania,Pinto,Urania Pinto,urania.pinto@yahoo.com,(93) 6663-2146,Feminino,Ribeirópolis,Sergipe,Brasil,Indicação,2018-05-22,53,4,7501.09,1875.2725,11,2023-08-25,2026-01-14,120.0,0,0,0,2,0,0,234.0,4.0,2026-01-03 03:56:00,3,4.0,8.0,1.00000,2024-11-21,6,6,323.1666666666667,2025-12-24 12:01:35,0,1,3,Alto Valor,False
41d6f764-4fb5-4f55-b2db-42788f09f3c9,Patricia,Quintanilha,Patricia Quintanilha,patricia231@hotmail.com,(67) 3094-0640,Feminino,Guaíba,Rio Grande Do Sul,Brasil,Web,2022-06-04,54,6,3941.4900000000002,656.9150000000001,11,2023-02-26,2026-04-09,35.0,0,0,0,0,0,0,,,,3,4.0,7.666666666666667,1.00000,2026-04-15,2,2,303.5,2025-01-11 10:31:22,0,0,1,Alto Valor,True
c6888308-0fd9-496b-a0b9-8d52c9322c71,Guilherme,Iglesias,Guilherme Iglesias,giglesias153@gmail.com,(95) 5799-2341,Masculino,Extremoz,Rio Grande Do Norte,Brasil,App,2024-03-10,32,5,887.09,221.7725,5,2023-01-23,2025-05-12,367.0,0,0,0,0,0,0,,,,2,4.5,7.5,1.00000,2024-12-18,3,3,98.66666666666667,2025-04-28 08:17:49,0,1,1,Medio Valor,False
618c3622-19d9-4a31-98a2-53b279885dff,Camila,Ortiz,Camila Ortiz,camila.ortiz780@gmail.com,(18) 1197-9864,Feminino,Terenos,Mato Grosso Do Sul,Brasil,Web,2019-04-20,79,5,7270.11,1454.022,17,2024-03-31,2025-09-06,250.0,0,0,1,1,0,0,197.0,2.0,2025-09-19 00:27:00,2,4.5,9.5,1.00000,2025-02-11,5,5,213.75,2025-11-08 08:47:52,0,0,2,Alto Valor,False
bd996ee3-e193-4455-a2c6-f05679729e04,Edson,Dias,Edson Dias,edias123@yahoo.com,(91) 9473-2273,Masculino,Rio Bonito Do Iguaçu,Paraná,Brasil,Web,2021-10-12,56,11,19589.820000000003,1958.9820000000004,21,2023-08-22,2026-01-15,119.0,0,0,1,5,0,0,168.4,3.4,2026-01-30 11:33:00,3,3.3333333333333335,7.0,0.66667,2026-01-24,5,5,354.5,2025-08-03 19:22:59,0,0,1,Alto Valor,False
ac6f78a5-ba56-4b7e-ac75-86fd0d644cfb,Laura,Nogueira,Laura Nogueira,laura.nogueira@gmail.com,(93) 4890-1524,Feminino,Goiás,Goiás,Brasil,Web,2019-11-14,49,6,3356.11,671.222,16,2023-02-09,2026-01-10,124.0,0,0,0,0,0,0,,,,1,4.0,10.0,1.00000,2023-03-10,6,6,333.6666666666667,2026-03-07 03:47:50,0,1,2,Alto Valor,False
0ae9350d-4949-4b4c-8b79-b6b6ae20f35d,Jefferson,Miranda,Jefferson Miranda,jmiranda558@gmail.com,(83) 2056-5619,Masculino,Rio De Janeiro,Rio De Janeiro,Brasil,Web,2021-10-15,70,6,15908.669999999998,2651.4449999999997,17,2023-10-12,2025-07-08,310.0,0,0,0,2,0,0,69.0,3.5,2024-06-19 12:24:00,3,3.6666666666666665,7.0,0.66667,2025-05-20,7,7,402.5,2026-03-18 02:29:53,0,0,4,Alto Valor,False
3be7bfd2-ffef-4a70-9062-fa6d00efc68b,Orlanda,Ribeiro,Orlanda Ribeiro,orlanda406@hotmail.com,(83) 7813-1175,Feminino,Eusébio,Ceará,Brasil,Web,2023-08-30,30,3,5440.28,2720.14,7,2023-12-12,2025-02-03,465.0,0,0,0,1,0,0,203.0,3.0,2025-01-10 09:46:00,1,2.0,0.0,0.00000,2025-02-19,6,6,1173.3333333333333,2024-08-03 20:23:26,0,0,3,Alto Valor,False
ebefd0e9-786a-4040-8de3-3dd7dd86f68e,Kleberson,Souza,Kleberson Souza,ksouza353@gmail.com,(99) 4776-5581,Masculino,Fortaleza,Ceará,Brasil,Web,2022-01-24,65,5,8654.66,1730.932,13,2023-04-23,2026-03-29,46.0,0,0,1,1,0,0,236.0,5.0,2025-10-15 03:29:00,1,5.0,10.0,1.00000,2025-06-01,6,6,419.1666666666667,2026-01-16 02:18:07,0,0,5,Alto Valor,True
cc6b852e-80fb-4c5a-8f8c-ed4bedf4f1e6,Leticia,Krause,Leticia Krause,lkrause243@hotmail.com,(89) 9722-0383,Feminino,São Cristóvão,Sergipe,Brasil,Web,2022-12-26,42,7,14373.150000000001,2395.525,12,2024-06-15,2025-07-06,312.0,0,0,0,0,0,0,,,,3,3.0,4.333333333333333,0.33333,2025-07-12,4,4,1540.25,2026-03-19 20:01:35,0,0,1,Alto Valor,False
3f0e6b4c-312a-45ce-a6dd-176c185becfd,Berenice,Vargas,Berenice Vargas,berenice.vargas@gmail.com,(88) 0349-6723,Feminino,Atílio Vivácqua,Espírito Santo,Brasil,Web,2020-07-30,54,7,4010.1899999999996,572.8842857142856,25,2023-09-30,2025-12-08,157.0,0,0,0,0,0,0,,,,3,4.666666666666667,9.333333333333334,1.00000,2025-01-05,7,7,1059.7142857142858,2025-05-15 03:23:50,0,1,1,Alto Valor,False
e66df903-21ce-43dc-ba2d-9d7594419c2d,Ariane,Barbosa,Ariane Barbosa,abarbosa753@yahoo.com,(75) 1607-5741,Feminino,Rolândia,Paraná,Brasil,Web,2021-12-01,61,6,12701.26,2116.8766666666666,20,2023-02-20,2025-07-05,313.0,0,0,0,1,0,0,209.0,4.0,2025-04-21 14:34:00,4,2.25,5.0,0.50000,2025-05-27,5,5,201.6,2025-08-05 04:13:59,0,1,3,Alto Valor,False
37f73d38-1ca0-4e4e-a7d2-bea8e474bf7d,André,Menezes,André Menezes,andre521@yahoo.com,(86) 8152-0971,Masculino,Itajaí,Santa Catarina,Brasil,Web,2022-08-22,54,5,1697.7800000000002,339.55600000000004,14,2023-03-19,2025-01-27,472.0,0,0,0,0,0,0,,,,3,3.3333333333333335,6.666666666666667,0.66667,2025-03-14,9,9,243.11111111111111,2026-01-28 20:18:04,0,0,6,Medio Valor,False
2d081c92-7e39-4d8f-89c9-b6a09247727f,Sergio,Campos,Sergio Campos,sergio.campos790@gmail.com,(24) 8935-7875,Masculino,Sabará,Minas Gerais,Brasil,App,2020-11-02,23,6,3584.65,597.4416666666667,23,2023-03-06,2026-03-18,57.0,0,0,1,4,0,0,72.33333333333333,3.0,2026-03-13 23:44:00,3,4.666666666666667,8.666666666666666,1.00000,2026-03-18,4,4,209.75,2025-06-16 00:23:54,0,0,2,Alto Valor,True
17e3f52e-71e6-455e-8548-8895c283d4d6,Gerson,Souza,Gerson Souza,gerson.souza@gmail.com,(93) 8778-5510,Masculino,Guaporé,Rio Grande Do Sul,Brasil,App,2020-11-01,35,9,25670.32,3208.79,29,2023-04-09,2025-10-16,210.0,0,0,0,0,0,0,,,,5,4.0,8.6,1.00000,2025-11-23,1,1,384.0,2024-02-05 14:47:51,0,1,0,Alto Valor,False
c311e34f-0413-4ba9-8b37-182af9232e3f,Sandra,Xerez,Sandra Xerez,sxerez228@yahoo.com,(86) 5135-7770,Feminino,São Luís,Maranhão,Brasil,Web,2022-06-24,21,5,4520.3099999999995,1130.0774999999999,10,2023-05-09,2025-09-28,228.0,0,0,0,3,0,0,155.33333333333334,2.6666666666666665,2025-09-29 22:14:00,1,1.0,0.0,0.00000,2025-11-16,7,7,284.7142857142857,2025-05-23 13:54:39,0,1,4,Alto Valor,False
706fdb6c-1c51-4383-956c-654b4c49d3de,Xenofonte,Domingues,Xenofonte Domingues,xenofonte306@yahoo.com,(91) 2897-0273,Masculino,Santa Inês,Maranhão,Brasil,Web,2021-09-30,20,11,13074.83,1188.620909090909,32,2024-05-10,2026-02-12,91.0,0,0,1,2,0,0,170.0,4.5,2026-02-11 22:21:00,5,3.0,5.8,0.40000,2024-11-20,5,5,303.6,2026-02-17 15:22:54,0,1,0,Alto Valor,False
78bdd785-437d-4ec9-a2de-c7face97a6be,Valeria,Ortiz,Valeria Ortiz,valeria.ortiz810@gmail.com,(86) 7716-0845,Feminino,Marataízes,Espírito Santo,Brasil,Web,2022-11-16,36,6,9222.44,1537.0733333333335,21,2023-08-20,2025-02-09,459.0,0,0,0,0,0,0,,,,1,2.0,4.0,0.00000,2023-10-18,5,5,182.2,2026-03-06 08:08:33,0,0,2,Alto Valor,False
3252890e-b076-4657-90f6-46bacae4fa82,Helena,Xavier,Helena Xavier,helena.xavier430@gmail.com,(13) 8783-2257,Feminino,São Paulo,São Paulo,Brasil,Web,2023-02-19,50,7,5560.009999999999,794.2871428571427,22,2023-04-15,2026-05-20,-6.0,0,0,0,0,0,0,,,,6,3.5,6.166666666666667,0.66667,2025-08-25,6,6,1214.8333333333333,2024-11-20 02:48:58,0,1,3,Alto Valor,True
2c116658-42cd-4dfd-bb35-e002a1d704a4,Leticia,Quintanilha,Leticia Quintanilha,leticia_quintanilha@gmail.com,(82) 0485-4037,Feminino,Itumbiara,Goiás,Brasil,Web,2021-07-26,63,7,7557.3600000000015,1079.6228571428574,22,2024-02-21,2025-12-17,148.0,0,0,0,0,0,0,,,,5,3.4,5.0,0.40000,2025-12-18,7,7,310.57142857142856,2026-02-28 22:55:47,0,2,3,Alto Valor,False
b866e7f5-428a-4748-992f-6a50f738a518,Plinio,Jesus,Plinio Jesus,pjesus963@gmail.com,(97) 8259-7849,Masculino,Eunápolis,Bahia,Brasil,Web,2020-08-07,50,6,8159.66,1359.9433333333334,15,2023-02-24,2025-12-31,134.0,0,0,1,0,0,0,,,,3,4.666666666666667,8.666666666666666,1.00000,2026-01-30,12,12,888.8181818181819,2026-03-23 04:56:26,0,0,7,Alto Valor,False
8f8d94d3-5a01-4a92-a6bb-6e22d5a843ab,Valter,Bessa,Valter Bessa,valter911@gmail.com,(84) 6416-4742,Masculino,Rio De Janeiro,Rio De Janeiro,Brasil,Web,2024-04-26,26,9,8780.23,1097.52875,33,2023-03-23,2025-06-12,336.0,0,0,0,0,0,0,,,,6,3.1666666666666665,6.0,0.66667,2025-06-26,5,5,299.0,2024-04-03 03:03:43,0,0,3,Alto Valor,False
f7bf6bf2-b0cf-4204-bb3d-ca9f83caa682,Daniela,Klein,Daniela Klein,daniela.klein@hotmail.com,(85) 7523-6740,Feminino,Chapadão Do Céu,Goiás,Brasil,App,2021-02-02,68,7,23901.970000000005,3414.5671428571436,27,2024-05-26,2026-03-18,57.0,0,0,0,1,0,0,101.0,3.0,2026-03-02 06:37:00,3,3.6666666666666665,6.0,0.66667,2025-05-12,7,7,302.57142857142856,2025-10-22 18:23:18,0,1,2,Alto Valor,True
6346126c-9cca-574e-8711-a775c398d285,Gabriela,Nagata,Gabriela Nagata,gabriela.nagata360@email.com,(31) 91824-7714,Feminino,Canutama,Amazonas,Brasil,Web,2025-03-09,40,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
b8fd1113-a4b9-5b09-8bea-381cd07f0405,Pedro,Carvalho,Pedro Carvalho,pedro_carvalho@email.com,(61) 91437-6035,Masculino,Buritis,Minas Gerais,Brasil,App,2025-05-31,33,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
9f31492c-0a8a-5484-aac9-1a54cb280814,Nadia,Nagata,Nadia Nagata,nadia881@email.com,(31) 92216-2941,Feminino,Nossa Senhora Do Socorro,Sergipe,Brasil,App,2025-05-06,35,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
6f19a181-5d4b-5f93-852d-85e2d6736109,Valeria,Maciel,Valeria Maciel,vmaciel683@email.com,(11) 92063-4551,Feminino,Betim,Minas Gerais,Brasil,Indicação,2025-06-29,29,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
d7a61252-cb2d-5528-ae32-58810c350ea9,Sheila,Gomes,Sheila Gomes,sheila811@email.com,(21) 94263-2287,Feminino,Maringá,Paraná,Brasil,Indicação,2025-07-22,31,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
83270141-2fec-5ca2-80d7-5967206419fc,Gabriela,Pereira,Gabriela Pereira,gabriela.pereira@email.com,(41) 92801-1493,Feminino,Boa Ventura,Paraíba,Brasil,Web,2025-07-11,38,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
14e03c64-1cfa-537e-8eff-8e4cc5da38e7,Vanessa,Guimarães,Vanessa Guimarães,vanessa.guimaraes455@email.com,(31) 96794-7646,Feminino,Itapema,Santa Catarina,Brasil,Web,2025-09-05,65,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
0702559b-1517-5fb7-ac63-b10ab715bd36,Denise,Moreira,Denise Moreira,denise_moreira@email.com,(85) 93139-7589,Feminino,Nilópolis,Rio De Janeiro,Brasil,Web,2025-11-03,33,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
496891ff-6839-5c8a-be9a-08bbc6b236e6,Ruan,Miranda,Ruan Miranda,ruan781@email.com,(51) 92020-5511,Masculino,Uberlândia,Minas Gerais,Brasil,Web,2025-12-05,34,0,0.0,,0,,,,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Sem Compra,False
1bc81c27-5d28-5622-8656-94b321df6cee,Cleiton,Fernandes,Cleiton Fernandes,cleiton.fernandes@email.com,(51) 92258-1776,Masculino,Belo Horizonte,Minas Gerais,Brasil,Web,2026-02-10,29,2,1148.6,1148.6,9,2026-03-13,2026-03-15,60.0,0,0,0,0,0,0,,,,0,,,,,0,0,,,0,0,0,Medio Valor,True
d5505ce9-6081-4983-8c83-8f8c6a8a653d,Quesley,Teixeira,Quesley Teixeira,quesley_teixeira@hotmail.com,(79) 5371-6821,Masculino,Mateus Leme,Minas Gerais,Brasil,App,2020-07-23,45,7,573.5799999999999,114.71599999999998,24,2023-05-09,2026-05-16,-2.0,0,0,1,1,0,0,103.0,4.0,2024-11-30 05:56:00,4,4.25,8.0,0.75000,2026-06-01,6,6,312.6666666666667,2025-03-10 04:31:25,0,0,5,Medio Valor,True
0d9331ef-3be9-4738-bf98-7872876041a7,Carlos,Araújo,Carlos Araújo,carlos.araujo950@hotmail.com,(93) 3980-8408,Masculino,Contagem,Minas Gerais,Brasil,Web,2022-10-13,38,8,3488.2799999999997,581.38,25,2023-02-06,2026-04-17,27.0,0,0,0,2,0,0,119.0,4.5,2024-09-04 09:51:00,4,3.5,8.75,1.00000,2026-05-20,7,7,341.85714285714283,2025-09-06 19:24:46,0,0,4,Alto Valor,True
abb07e67-972f-4f85-82c5-2b296d5fd707,Alessandra,Rocha,Alessandra Rocha,alessandra_rocha@gmail.com,(12) 9775-5676,Feminino,Macapá,Amapá,Brasil,App,2018-10-06,28,6,8184.009999999999,1364.0016666666666,20,2023-03-16,2026-01-23,111.0,0,0,0,0,0,0,,,,4,4.5,9.0,0.75000,2026-01-29,5,5,314.6,2025-01-06 17:28:26,0,0,2,Alto Valor,False
e0731c9e-7876-4a90-bb5d-39a81ab8ce0b,Silvio,Cavalcanti,Silvio Cavalcanti,silvio.cavalcanti@yahoo.com,(98) 3947-6571,Masculino,Itatiba,São Paulo,Brasil,App,2021-04-16,33,7,8431.039999999999,1204.4342857142856,18,2023-03-02,2026-03-10,65.0,0,0,0,1,0,0,49.0,2.0,2023-03-20 10:48:00,2,4.5,10.0,1.00000,2025-02-24,5,5,279.6,2025-04-04 20:08:00,0,2,2,Alto Valor,True
09418fd4-5d71-4e4e-b1c1-d16b24b4c1a8,Tania,Amorim,Tania Amorim,tania_amorim@hotmail.com,(94) 8673-8542,Feminino,São Paulo,São Paulo,Brasil,App,2020-01-13,40,5,16506.53,3301.3059999999996,21,2024-01-12,2026-02-25,78.0,0,0,1,0,0,0,,,,2,4.5,9.5,1.00000,2026-03-14,6,6,317.3333333333333,2025-08-08 00:23:33,0,2,2,Alto Valor,True
dbd77428-f50b-491c-88b1-89ebc38a3461,Renan,Ornelas,Renan Ornelas,renan.ornelas345@yahoo.com,(95) 6021-8896,Masculino,São Miguel Do Tapuio,Piauí,Brasil,App,2019-12-17,23,4,573.88,143.47,9,2023-05-07,2025-11-14,181.0,0,0,0,0,0,0,,,,1,5.0,7.0,1.00000,2023-06-06,7,7,981.8571428571429,2025-04-18 09:55:28,0,0,5,Medio Valor,False
e5e6c880-fa1c-40cb-90ff-a226293c552f,Karen,Rego,Karen Rego,karen.rego625@hotmail.com,(84) 3870-2701,Feminino,Pinheiros,Espírito Santo,Brasil,App,2020-07-03,64,3,3548.35,1182.7833333333333,9,2023-05-16,2023-08-31,987.0,0,0,0,0,0,0,,,,1,4.0,9.0,1.00000,2023-08-31,9,9,268.25,2025-06-22 01:22:14,0,0,6,Alto Valor,False
