id_cliente,nome_cliente,sobrenome_cliente,email_cliente,telefone_cliente,ramal_cliente,genero_cliente,data_nascimento_cliente,data_cadastro_cliente,endereco_cliente,cidade_cliente,estado_cliente,pais_cliente,origem_cliente
473a5f92-5cb2-4abf-a5a6-37d4b0095cf0,Ester,Viana,ester551@yahoo.com,(15) 6462-8976,37328,Feminino,1990-04-30,2019-11-16,057 Olson Knoll Apt. 038,Otacílio Costa,Santa Catarina,Brasil,Web
f4ca9ec3-1fc3-47bc-8cf0-a27aba7b42fe,Claudia,Wanderley,claudia.wanderley@yahoo.com,(82) 4562-4706,null,Feminino,1986-03-30,2024-05-04,6267 Martin Cove Suite 202,Francisco Morato,São Paulo,Brasil,App
a9ef6941-5007-4211-b608-c9cf5c12c649,Querinton,Tavares,querinton_tavares@hotmail.com,(87) 3398-5126,null,Masculino,1994-10-13,2021-07-07,417 Sara Groves Apt. 359,Vassouras,Rio De Janeiro,Brasil,Web
e0977757-30b2-4577-a719-d40c1fdd5d65,Adriana,Zanetti,adriana_zanetti@yahoo.com,(93) 7398-5553,82670,Feminino,1974-07-16,2022-11-28,18371 Adam Pine,Garça,São Paulo,Brasil,Web
df0c0e0d-8710-4a0d-987f-16bc5805ce6c,Yara,Torres,ytorres423@hotmail.com,(77) 4340-1037,null,Feminino,2005-03-02,2019-02-22,902 Elizabeth Expressway Apt. 296,Nova Andradina,Mato Grosso Do Sul,Brasil,Indicação
8ec4e0d8-e0a8-4188-b4e1-87d5ad874d75,Ulisses,Pires,ulisses181@hotmail.com,(91) 4396-0470,435,Masculino,1991-09-16,2018-05-06,93450 Gomez Gardens Suite 033,Presidente Prudente,São Paulo,Brasil,Indicação
f912768b-1fa4-4a40-bc40-232cda8b234f,Mariana,Freitas,mariana626@gmail.com,(69) 1163-7122,57745,Feminino,1987-09-11,2020-03-18,907 Emily Tunnel Suite 663,Várzea Paulista,São Paulo,Brasil,Web
468ebe29-95a7-44f1-a46b-564bc0edef85,Nicole,Otero,notero978@hotmail.com,(88) 1329-3663,0503,Feminino,1979-06-23,2022-05-28,94314 Candace Falls Suite 791,Feira Grande,Alagoas,Brasil,Indicação
b4241a4f-35b8-4a66-9d47-364737d25ae5,Diana,Otero,dotero408@hotmail.com,(98) 8146-8754,null,Feminino,1997-04-06,2020-11-30,51704 Morrison Trail,Terra Boa,Paraná,Brasil,Indicação
62d19230-2068-408a-b125-69b11da332f1,Barbara,Fernandes,barbara.fernandes@yahoo.com,(81) 6062-8317,null,Feminino,1992-04-02,2021-10-20,2483 Herrera Falls Suite 690,São Paulo,São Paulo,Brasil,Web
e35adda3-4738-4396-ada9-60129b9c1e9a,Mariana,Martins,mariana886@gmail.com,(93) 7078-5916,7188,Feminino,2006-06-06,2021-09-28,1717 Jeffrey Forks Apt. 876,Imperatriz,Maranhão,Brasil,App
d9ef0dcd-c530-48cb-a96d-85bfb61c7f84,Lucas,Costa,lucas_costa@gmail.com,(92) 6389-7064,04261,Masculino,1988-11-21,2019-01-03,857 Elliott Pine,Jundiaí,São Paulo,Brasil,App
942aa047-8ac6-47f5-ae4b-2826d23ade1e,Renato,Pacheco,renato.pacheco310@yahoo.com,(92) 6764-8333,74180,Masculino,1971-04-09,2023-06-07,55258 Castillo Walk,Porto Alegre Do Tocantins,Tocantins,Brasil,Web
15423065-4d36-4baa-baf9-fa772d344649,Danilo,Rego,danilo636@gmail.com,(88) 8352-7116,null,Masculino,1985-12-02,2020-03-25,748 Vaughn Cliffs,Vitorino,Paraná,Brasil,Web
d8b40219-c242-45a4-8ea3-06f659139304,Hugo,Zanetti,hzanetti668@hotmail.com,(91) 4039-8607,1768,Masculino,1978-12-15,2021-09-14,739 Bryan Branch,São Bernardo Do Campo,São Paulo,Brasil,App
fecc6217-32a9-4db5-814b-3adefd7fd945,Patricia,Queiroz,patricia_queiroz@hotmail.com,(88) 1827-9230,1714,Feminino,2004-10-10,2018-05-09,770 Steven Road,Ouro Branco,Alagoas,Brasil,Web
49f10790-847d-4cfd-b215-97f1c762d66f,Rafaela,Xerez,rafaela.xerez340@gmail.com,(95) 2379-9353,407,Feminino,1993-08-05,2024-07-06,2617 John Branch,Rio De Janeiro,Rio De Janeiro,Brasil,App
7503f7e7-0d20-405c-be6c-79278324af20,Keila,Andrade,keila.andrade@hotmail.com,(96) 4861-8848,9638,Feminino,1997-07-17,2023-02-21,29900 Ross Via Apt. 099,São Paulo,São Paulo,Brasil,Web
b779c5e2-6b0e-417d-8c38-9d1e75cff724,Celso,Miranda,celso516@yahoo.com,(92) 7827-6536,2335,Masculino,1993-12-30,2021-04-20,8669 Jamie Shoal,Viseu,Pará,Brasil,Web
ee52736a-a99c-4b38-8727-0b4d23f559a3,Kaique,Monteiro,kaique_monteiro@yahoo.com,(94) 9938-3071,null,Masculino,1981-10-01,2018-08-30,321 Russell Crest Apt. 605,Niterói,Rio De Janeiro,Brasil,Web
fe3c9015-a4d1-4056-af3b-ed7f57f505d0,Jonatan,Yokoyama,jyokoyama168@1.com,(82) 7087-4343,null,Masculino,1990-03-30,2020-07-13,80766 Jennifer Village,Bahia,Campo Formoso,Brasil,Web
51958e12-ecb7-450e-8310-d8857afa4ee9,Jaqueline,Uchoa,juchoa773@hotmail.com,(13) 0979-8854,null,Feminino,1970-03-03,2023-12-09,73305 Moore Corner Suite 887,Capanema,Pará,Brasil,Web
65344d74-d337-40f7-bb54-317cf0b880fe,Plinio,Rocha,plinio.rocha890@hotmail.com,(89) 5743-9025,01079,Masculino,1962-12-16,2018-06-09,606 Jacobs Divide Suite 981,Aveiro,Pará,Brasil,Web
cc5963b4-f9b3-4520-8df0-8796bfec5190,Xavier,Moreira,xavier351@gmail.com,(84) 2908-2169,020,Masculino,1972-07-18,2023-01-03,39201 Felicia Ferry Apt. 347,Cajamar,São Paulo,Brasil,App
ad9e488a-6072-40dc-b134-8c50e52c8e5b,Roberta,Pacheco,roberta.pacheco@yahoo.com,(96) 5706-9083,85531,Feminino,1982-10-09,2020-03-03,474 Carrie Forest,Santo André,São Paulo,Brasil,App
a104bda9-faf6-4522-b326-26322d525452,Jaqueline,Fernandes,jaqueline.fernandes@yahoo.com,(87) 3217-6895,null,Feminino,1962-01-13,2024-02-26,349 Walker Point Suite 390,Alto Araguaia,Mato Grosso,Brasil,App
9f541cb4-14f0-46d0-840f-be26f7e06973,Valter,Xavier,vxavier843@hotmail.com,(87) 5532-3374,438,Masculino,1999-08-27,2022-05-24,0015 Cochran Roads Apt. 690,Concórdia,Santa Catarina,Brasil,Web
1620680e-4d22-4d8d-bba1-8c85ea8d7030,Otavia,Lopes,otavia906@hotmail.com,(94) 4809-2595,2553,Feminino,1971-07-23,2020-08-16,335 Christopher Valley,Buenópolis,Minas Gerais,Brasil,App
d5bf64ad-bc08-49d8-9b8b-2c08c300d20e,Fabiana,Junqueira,fabiana.junqueira385@gmail.com,(71) 0620-1187,203,Feminino,1991-06-18,2021-08-07,12997 Ford Shores Suite 410,Rio De Janeiro,Saquarema,Brasil,Web
010e6741-64be-4652-83b5-d0ed73eac2aa,Silvio,Godoy,silvio.godoy@hotmail.com,(65) 5109-3103,552,Masculino,1997-01-29,2018-10-30,5578 Griffith Oval,Vargem Grande,Maranhão,Brasil,App
433e8b70-d694-445e-89a1-ab59a14dfcad,Simone,Gomes,sgomes198@1.com,(75) 4118-9335,722,Feminino,2003-03-21,2024-09-24,3225 Hughes Squares,Durandé,Minas Gerais,Brasil,Web
4d43c44e-94b8-41b1-93ce-ed643319fb5e,Wagner,Campos,wagner_campos@gmail.com,(75) 5434-3531,null,Masculino,2006-08-06,2019-03-01,29384 Rodriguez Key,Boa Vista,Roraima,Brasil,Web
4c49dd1d-ff9e-4c34-a158-753c5b1a4667,Hector,Teixeira,hector_teixeira@gmail.com,(81) 1215-6368,null,Masculino,1997-08-13,2019-03-04,21756 Thomas Lakes Apt. 716,São Luís De Montes Belos,Goiás,Brasil,Web
b5760310-fe1e-4188-a640-4dc321c80221,Leonora,Rego,lrego258@hotmail.com,(95) 1857-0927,null,Feminino,2004-02-26,2021-01-12,565 Sara Ville Suite 048,Alto Alegre Do Pindaré,Maranhão,Brasil,App
cc348f73-aaa2-4943-8f19-bb6b4ff856b6,Melissa,Prado,melissa_prado@yahoo.com,(97) 1235-9479,10220,Feminino,1991-10-01,2019-05-13,8835 Patterson Mount Apt. 181,Salvador,Bahia,Brasil,Web
41911bc0-af85-4cf6-b672-dd9dc5f49e53,Jade,Silva,jade_silva@hotmail.com,(87) 9423-4907,null,Feminino,1972-09-23,2018-09-23,596 Ryan Meadow,Rio Real,Bahia,Brasil,Web
73bf25b0-12a9-496b-8b4a-fbc22920a5f4,Sabrina,Prado,sabrina466@yahoo.com,(71) 3170-8252,698,Feminino,1976-12-16,2020-09-01,034 Jacqueline Mall Apt. 488,Campo Grande,Mato Grosso Do Sul,Brasil,Web
f0591d97-f338-4a20-aaec-e6059b95218f,Kleberson,Yunes,kyunes828@gmail.com,(82) 4821-7313,62627,Masculino,2002-02-01,2019-08-30,9311 Myers Path,Rio De Janeiro,Rio De Janeiro,Brasil,Web
9175e977-0b95-4920-9b4b-5f6ae8016e44,Orlando,Correia,orlando_correia@hotmail.com,(95) 1877-3527,null,Masculino,1971-01-26,2019-08-01,03297 David Parkways,Santo André,São Paulo,Brasil,App
84e96d88-cd41-4335-ac1d-c0aa776db948,Barbara,Ribeiro,bribeiro118@yahoo.com,(81) 6164-4621,null,Feminino,1989-08-19,2023-05-31,32155 Pierce Terrace Suite 173,Uberaba,Minas Gerais,Brasil,Indicação
94925361-db2c-49b3-b487-abdbbf6f815a,Samuel,Nagata,samuel.nagata835@hotmail.com,(77) 5517-3130,71194,Masculino,1999-04-08,2022-01-01,905 Kyle Road Suite 792,Rio Piracicaba,Minas Gerais,Brasil,Web
185e12dd-a26b-47d0-af44-2b211d119a22,Wendeline,Ornelas,wendeline676@hotmail.com,(92) 6173-6572,62164,Feminino,1996-06-30,2021-10-23,5959 Todd Well,Petrópolis,Rio De Janeiro,Brasil,App
5ef5d1b2-1622-4464-a174-adf1b1d7365c,Gloria,Ribeiro,gloria406@yahoo.com,(95) 6583-7505,691,Feminino,2003-10-16,2023-12-26,5852 Lindsey Bypass,Rubiataba,Goiás,Brasil,Web
8d44dd91-328b-4aeb-810c-12678a967d02,Querinton,Ferreira,querinton.ferreira660@hotmail.com,(95) 8826-8746,0667,Masculino,1992-04-26,2023-07-07,721 Green Mountain,Teresina,Piauí,Brasil,Web
570bd7db-f93e-4fb6-b5a5-2cd05b88f971,Tiago,Souza,tiago226@gmail.com,(92) 7514-4579,261,Masculino,1984-09-01,2019-09-06,2607 Rowe Islands,Monte Carlo,Santa Catarina,Brasil,App
fcddce5d-4a40-4b18-8796-6a025e4764fc,Plinio,Maciel,plinio.maciel@yahoo.com,(67) 8110-2008,null,Masculino,1963-04-01,2019-03-04,304 Rose Hill Suite 908,São Paulo,São Paulo,Brasil,Indicação
f8f26be7-ae5d-4a87-9123-6d990dcdbb0b,Noemi,Brito,nbrito933@yahoo.com,(91) 0129-9968,null,Feminino,1991-06-28,2019-07-15,9238 Roberts Village,Caieiras,São Paulo,Brasil,App
61990631-65de-44b5-8d4b-25b7d2924f6c,Benedito,Alves,benedito_alves@yahoo.com,(93) 0984-0096,4463,Masculino,2004-09-24,2022-06-29,4967 Thompson Road Suite 110,Santa Rita Do Sapucaí,Minas Gerais,Brasil,Web
c6cd1fd7-b5db-4003-983f-0bc1d0bf88b5,Gabriel,Brito,gabriel.brito460@gmail.com,(97) 9871-1648,7078,Masculino,1982-02-20,2023-10-27,660 Dennis Drives Suite 444,Palmeirândia,Maranhão,Brasil,Web
70e4dde7-4705-4652-b3d1-f015cb8a6d5c,Luana,Prado,luana.prado355@hotmail.com,(14) 3869-3745,94739,Feminino,1988-06-04,2019-11-02,97359 Bush Point Apt. 426,Itamaraju,Bahia,Brasil,App
b0d3a59e-8565-4634-afbc-6772cac35b88,Mariana,Drummond,mariana.drummond565@gmail.com,(98) 0931-5798,866,Feminino,1974-03-31,2021-11-21,83196 Burgess Junction,Cotia,São Paulo,Brasil,Indicação
f90ee285-aa83-42ca-b662-198c39f5458d,Bianca,Uchoa,bianca.uchoa@gmail.com,(81) 5197-0290,3976,Feminino,1986-10-17,2019-11-03,482 Ashley Cove,Sarandi,Paraná,Brasil,App
3e0a45d5-2d82-4d48-98fa-b5b3953a40ed,Daniela,Andrade,daniela256@gmail.com,(86) 7710-5087,6003,Feminino,1980-03-09,2022-11-28,0943 Lauren Trace,Rio De Janeiro,Rio De Janeiro,Brasil,Web
4c32533d-e84b-4dff-8be7-32808db7e4df,Kleberson,Quaresma,kleberson.quaresma410@hotmail.com,(86) 1756-7329,113,Masculino,1968-11-08,2022-05-12,552 Audrey Expressway,Juazeiro,Bahia,Brasil,Web
abe65dd8-bc94-4cad-aa7f-503f3083c4d2,Luciana,Campos,luciana.campos140@gmail.com,(84) 0394-0263,null,Feminino,2003-09-24,2021-04-21,83089 Hayes Tunnel,Botucatu,São Paulo,Brasil,Web
24f297d1-3ac3-415b-aad6-93327b830150,Valdo,Bessa,valdo.bessa960@yahoo.com,(85) 5962-2280,59924,Masculino,1982-05-28,2018-09-18,3026 Suarez Lock Suite 764,Rio De Janeiro,Rio De Janeiro,Brasil,App
9e5b6feb-97f1-4d8c-a7b4-8dc4d8139a40,Tereza,Viana,tereza_viana@hotmail.com,(67) 0321-7072,81098,Feminino,2020-12-05,2022-08-05,49621 Davis Road Suite 579,São Bernardo Do Campo,São Paulo,Brasil,App
4e7d5afe-74b8-4375-a5ca-63c9d5b51090,Alice,Pinto,alice.pinto@hotmail.com,(96) 6808-3328,1969,Feminino,1981-10-21,2018-09-04,71129 Ian Dam Suite 653,Marechal Deodoro,Alagoas,Brasil,App
6144fe00-7cee-44ba-85e7-ff1405d9bdb2,Elaine,Pacheco,elaine_pacheco@yahoo.com,(89) 6446-1128,null,Feminino,1978-05-07,2018-11-27,2752 Rangel Drive,Avaré,São Paulo,Brasil,App
2bc6b92b-fb3d-4398-b910-42ca847df633,Vinicius,Silva,vinicius976@hotmail.com,(91) 9528-4424,16833,Masculino,1977-08-05,2021-11-16,03915 Andrews Square Suite 265,Praia Grande,São Paulo,Brasil,Web
26729c66-4ccf-4140-99b2-6b2d96a03742,Julia,Krause,julia.krause180@yahoo.com,(75) 5501-8002,16704,Feminino,1995-12-20,2019-12-12,5096 Christy Field Suite 920,Porto Alegre,Rio Grande Do Sul,Brasil,Indicação
dba90d92-759d-47c1-9d15-c76de4d5712c,Murilo,Souza,murilo_souza@hotmail.com,(97) 7276-5687,03264,Masculino,2004-01-11,2019-11-18,8924 Norris Stream,Campestre,Minas Gerais,Brasil,Indicação
800ed8fb-d673-4757-9fdb-ea0da6255793,Bruno,Hadad,bruno.hadad@hotmail.com,(82) 6590-3262,0043,Masculino,1984-11-09,2019-06-12,1904 Jonathan Views Suite 512,Colméia,Tocantins,Brasil,Indicação
57aac8a3-4a06-4848-bd6e-20dff813ac55,Juliana,Valente,jvalente958@hotmail.com,(13) 7236-4893,null,Feminino,2006-03-24,2018-05-26,2516 Green Unions,São Paulo,São Paulo,Brasil,Indicação
53e51695-b692-4831-b3c5-2f22db503f57,Ana,Castro,ana806@yahoo.com,(71) 1652-3245,466,Feminino,1994-08-06,2022-01-30,71680 Elizabeth Coves,Eunápolis,Bahia,Brasil,App
8f4b7a6a-782a-4fae-abad-55c5d01e0ca2,Valeria,Andrade,valeria.andrade680@gmail.com,(74) 9041-7253,null,Feminino,2004-07-26,2024-02-22,42716 Jennifer Throughway Apt. 881,Uberlândia,Minas Gerais,Brasil,Web
d319fa47-e2f5-474d-a9dd-8f80947351dd,Cecilia,Torres,cecilia.torres410@gmail.com,(84) 1020-6928,null,Feminino,2003-12-22,2023-01-16,61871 Lisa Circles Apt. 349,Nova Mamoré,Rondônia,Brasil,Web
7f3afedb-7b24-4249-9a93-7148e0c295e6,Ricardo,Siqueira,ricardo266@gmail.com,(87) 4565-5171,534,Masculino,2004-02-05,2022-08-11,605 Andre Trail Apt. 450,Rio De Janeiro,Belford Roxo,Brasil,Web
33615d6a-58c6-4138-8cf4-dd56acc14953,Elias,Rodrigues,erodrigues953@hotmail.com,(99) 5760-9358,0977,Masculino,1999-12-08,2022-02-25,98358 Davis Route Apt. 261,Lebon Régis,Santa Catarina,Brasil,Web
e89be83d-1072-490b-a067-4b1f6f7003c3,Patricia,Rodrigues,prodrigues403@hotmail.com,(14) 9589-0570,null,Feminino,1996-09-21,2019-07-19,0833 Long Turnpike Apt. 267,São Bernardo Do Campo,São Paulo,Brasil,Web
ca33c17f-b7d2-4106-b1f1-7c7409976877,Igor,Freitas,igor.freitas700@hotmail.com,(81) 1135-4970,57129,Masculino,1998-03-23,2022-02-13,38211 Smith Points Suite 952,Monte Alegre,Pará,Brasil,Web
2d7ee566-9885-4e9c-ba38-0e5bd2609ec1,Natalia,Queiroz,natalia.queiroz820@yahoo.com,(71) 0862-0447,null,Feminino,1995-06-13,2018-04-03,96198 John Parkways Suite 516,Mongaguá,São Paulo,Brasil,Web
1da251ee-89d2-4641-b43b-4ef3a3c67c3b,Soraya,Nagata,soraya.nagata460@hotmail.com,(81) 1866-5310,null,Feminino,2002-07-20,2022-02-18,655 Williamson Mill Apt. 175,Arenápolis,Mato Grosso,Brasil,App
ea8da686-504e-4235-b790-b2adfd30243a,Claudia,Araújo,claudia.araujo@gmail.com,(73) 6204-1445,null,Feminino,1973-06-14,2021-10-20,6037 Kyle Heights,Borda Da Mata,Minas Gerais,Brasil,Web
d88f39e9-fbac-4047-b996-c2c3d8a62221,Valdo,Evangelista,vevangelista818@hotmail.com,(79) 1541-4837,null,Masculino,1992-01-29,2021-01-13,038 Mallory Loaf Suite 267,Miracema,Rio De Janeiro,Brasil,Web
5e6c201d-629d-4cdf-87ae-4dc434fc0281,Gilberto,Bessa,gbessa578@yahoo.com,(96) 8951-8455,453,Masculino,1967-04-09,2021-12-13,094 William Hill,Marabá,Pará,Brasil,Web
d263b9ae-610f-41ea-a9d3-4ef2eb30a1d3,Carolina,Neves,carolina_neves@yahoo.com,(16) 1696-8479,3632,Feminino,1993-09-28,2020-12-08,4228 Benjamin Well,Acre,Rio Branco,Brasil,App
13fbbbba-179f-49e6-b928-a2e3ceb1c719,Walquiria,Yokoyama,walquiria_yokoyama@gmail.com,(74) 1326-5284,null,Feminino,1993-08-29,2019-07-23,980 Kyle Field,Caldas Novas,Goiás,Brasil,Web
c3a2902f-c444-47d1-adfd-be3f0518eb19,Veronica,Siqueira,vsiqueira898@yahoo.com,(92) 1891-9605,7046,Feminino,2000-05-20,2020-09-25,16058 Johnson Oval,Londrina,Paraná,Brasil,App
0820f5d4-5bd5-4234-bc45-4ed26dd95889,Karen,Fonseca,karen.fonseca@yahoo.com,(98) 7762-4669,689,Feminino,2000-04-12,2018-04-19,686 Brian Radial,Londrina,Paraná,Brasil,App
e0ddd4b3-9a2d-431c-b377-4db993d9130f,Pedro,Wanderley,pedro186@gmail.com,(68) 0352-8243,null,Masculino,1990-02-18,2020-09-10,786 Williams View,São Bento,Maranhão,Brasil,Web
b69493f0-63c2-4cfb-991d-49ebddf2bbfc,Mateus,Menezes,mateus.menezes115@1.com,(81) 1622-7462,null,Masculino,2002-10-15,2019-10-30,5664 Elizabeth Isle Suite 025,Cruz Das Almas,Bahia,Brasil,Web
445ad583-b3b5-4072-b130-4f2241652b33,Jaqueline,Jardim,jaqueline.jardim105@yahoo.com,(97) 6945-5972,23994,Feminino,1995-02-01,2018-03-17,0043 Glenn Parks,Goiânia,Goiás,Brasil,Indicação
4c161ed8-de84-483d-90c8-0f2cae509189,Eduardo,Nogueira,eduardo726@hotmail.com,(85) 2119-5844,20263,Masculino,2006-12-08,2022-08-22,85215 John Spurs Apt. 633,Gilbués,Piauí,Brasil,Web
d9a4002b-a6e4-4ee0-8a6a-c64d162ae532,Zenon,Quintanilha,zquintanilha978@yahoo.com,(19) 9959-7476,null,Masculino,1994-01-21,2018-04-19,9965 Torres Wall,Irará,Bahia,Brasil,Indicação
2780eb92-e7db-458f-8555-f93948c0fee2,Maria,Ornelas,maria.ornelas860@yahoo.com,(67) 6045-6304,8870,Feminino,1970-09-04,2019-12-06,89241 Nicole Circle Apt. 237,Nova Serrana,Minas Gerais,Brasil,App
9abbac4d-47d7-4b8f-90e2-04ce9b1e865f,Orlanda,Pereira,orlanda_pereira@yahoo.com,(16) 0999-8439,7519,Feminino,1972-07-08,2023-12-25,4807 Jeffery Shoal,Jundiaí,São Paulo,Brasil,Web
bc1e221b-5ba9-4a8e-b384-74322bbd264f,Wendell,Prado,wendell_prado@yahoo.com,(83) 3838-0504,null,Masculino,1962-05-07,2022-04-07,05890 Karen Creek,São Paulo,São Paulo,Brasil,Web
643e1845-abf2-40cb-a3e0-8faa907f3064,Yolanda,Serrano,yolanda.serrano@yahoo.com,(85) 2634-9230,null,Feminino,1961-05-24,2020-05-29,58395 Sullivan Centers,Fortaleza,Ceará,Brasil,App
9901e13d-5524-4ad4-96de-c941eba73ce6,Bruno,Menezes,bruno721@yahoo.com,(83) 1233-4858,86983,Masculino,1994-01-18,2022-05-23,0428 Misty Islands,São Paulo,São Paulo,Brasil,App
c48ae590-826b-4520-81d0-396d2acb77a0,Elias,Campos,elias_campos@hotmail.com,(17) 6289-5944,8361,Masculino,1994-08-14,2019-01-12,10441 Young Crescent Apt. 510,Salvador,Bahia,Brasil,Web
9ab21ff0-4e7b-4f97-904e-d5b7dfe72daf,Cintia,Lopes,clopes763@gmail.com,(92) 2287-5623,null,Feminino,2006-08-04,2022-07-04,03743 Patricia Mission,Salvador,Bahia,Brasil,Indicação
865a46a3-95f5-4bbe-8b37-398d7f691069,Felipe,Siqueira,felipe.siqueira925@hotmail.com,(12) 1679-3639,null,Masculino,1987-11-23,2019-04-25,994 Abigail Ridges Apt. 333,São Geraldo Do Araguaia,Pará,Brasil,Web
8290ef43-a83a-43ea-8f35-4333cb50687b,Nadia,Horta,nadia136@hotmail.com,(71) 4041-5161,716,Feminino,1995-11-27,2021-12-04,7385 John Terrace,Toritama,Pernambuco,Brasil,App
e04ac42f-e488-4638-ba65-09973cc29157,Tulio,Amorim,tamorim853@yahoo.com,(93) 7959-5061,99893,Masculino,1991-08-29,2022-06-16,831 Daniel Lock Suite 352,Novo Hamburgo,Rio Grande Do Sul,Brasil,Indicação
e440acf3-bd36-417a-becf-470471d5a223,Valter,Cunha,valter_cunha@gmail.com,(69) 1329-0930,null,Masculino,1989-07-20,2019-07-31,027 Kenneth Fields,Luiz Alves,Santa Catarina,Brasil,App
e52e1833-71c5-4489-a936-adc9c08996ef,Bernardo,Jardim,bernardo.jardim@yahoo.com,(89) 9460-8363,122,Masculino,1998-06-13,2022-09-29,30947 Bailey Divide Apt. 363,Fortaleza,Ceará,Brasil,Web
733a57b2-2b95-49e7-92b9-9e822a401cb7,Renan,Godoy,renan_godoy@yahoo.com,(96) 6868-1814,90717,Masculino,1974-01-21,2021-04-28,20923 Andrea Walk,Santa Gertrudes,São Paulo,Brasil,App
7ad0d016-8ffd-4e0a-acff-ba09dde6d35f,Pedro,Zimmermann,pedro_zimmermann@gmail.com,(93) 2480-1963,2235,Masculino,1997-10-07,2018-12-11,445 Barker Mission Apt. 695,Recife,Pernambuco,Brasil,Web
da18f2f5-b61f-4628-aadf-377528e35555,Fernando,Bessa,fernando_bessa@hotmail.com,(27) 9763-7865,89704,Masculino,1986-07-14,2023-05-28,650 Jacob Rapids Suite 915,São José Do Rio Preto,São Paulo,Brasil,Web
287e9f34-4493-40cc-9771-19029dd2ecd4,Penelope,Dias,penelope151@gmail,(89) 1828-7853,null,Feminino,1991-10-16,2023-01-16,274 Heather Points Suite 334,Bragança Paulista,São Paulo,Brasil,Indicação
aa6ffdfe-e5ef-4a3a-ba58-8161457ac45d,Isadora,Xerez,isadora_xerez@hotmail.com,(88) 5456-3258,null,Feminino,1984-02-13,2019-04-05,4267 Delgado Parkway,Campos Dos Goytacazes,Rio De Janeiro,Brasil,App
5a27428c-805d-4b5e-8d03-f87688273e24,Rafaela,Tobias,rafaela_tobias@1.com.br,(94) 8925-0970,6949,Feminino,1993-09-17,2018-04-15,478 Ryan Dale,Nanuque,Minas Gerais,Brasil,App
2f4b65b9-df64-4550-8c0d-c191cc64c58e,Vilma,Fonseca,vilma_fonseca@hotmail.com,(83) 5246-9241,null,Feminino,2006-03-11,2019-04-23,672 Lisa Radial Suite 530,Vitória Da Conquista,Bahia,Brasil,Indicação
33da0e8d-7589-49bb-905e-a8d3b81e16bb,Leticia,Iglesias,leticia_iglesias@yahoo.com,(82) 0069-4602,6096,Feminino,1953-08-07,2021-06-12,339 Olson Glen Apt. 703,São José Dos Pinhais,Paraná,Brasil,Web
753f5747-039b-4837-b075-81b75c30fb00,Herbert,Xavier,hxavier288@yahoo.com,(12) 3286-8899,null,Masculino,2000-02-03,2021-03-17,4184 Eddie Path,Pantano Grande,Rio Grande Do Sul,Brasil,App
a99c081e-8dee-4913-9e2e-3c37887bbf74,Olivia,Lopes,olivia346@hotmail.com,(87) 0159-9692,null,Feminino,1974-10-03,2022-02-02,18610 Laura Lock,Maringá,Paraná,Brasil,Web
35c0441f-ba6e-48fc-bed0-e922a943870f,Lucas,Monteiro,lucas716@yahoo.com,(89) 7607-9505,null,Masculino,1980-10-14,2019-12-09,7212 Allen Walk Apt. 531,Tefé,Amazonas,Brasil,App
de2dfdd6-f0be-4ea7-9d69-3b515d678f2f,Flavio,Hadad,flavio.hadad@yahoo.com,(83) 7203-6560,null,Masculino,1948-09-29,2021-11-28,0114 Joseph Field Apt. 336,Muriaé,Minas Gerais,Brasil,Indicação
b7fe7f13-ff32-4583-a79c-6f3465525a3f,Gabriela,Zampieri,gabriela.zampieri670@yahoo.com,(65) 4010-5053,91898,Feminino,1975-12-20,2021-01-12,49965 Anthony Tunnel,Porto Velho,Rondônia,Brasil,Web
ae027e43-c564-43ba-844d-b51099be73a5,Julia,Pacheco,jpacheco333@hotmail.com,(15) 9993-9353,null,Feminino,1995-03-28,2021-12-24,541 Kimberly Mews,Boa Viagem,Ceará,Brasil,Web
8dfdcf9d-2489-4115-a999-8247b21319bf,Guilherme,Torres,guilherme_torres@yahoo.com,(75) 3735-7133,null,Masculino,1997-12-06,2022-12-01,45744 Zachary Causeway Suite 073,Goianésia Do Pará,Pará,Brasil,Web
0404372e-8cc3-40e7-98a0-59216702075e,Artur,Domingues,artur921@yahoo.com,(95) 9637-1645,null,Masculino,1995-06-09,2021-11-20,894 Patricia Locks Suite 415,Teresópolis,Rio De Janeiro,Brasil,Indicação
4a2d02ca-a711-48ca-a0e1-75141142e126,Jaqueline,Drummond,jaqueline396@gmail.com,(77) 1801-5771,null,Feminino,1972-07-26,2018-02-02,47284 RICKY POINTS SUITE 059,São Paulo,São Paulo,Brasil,App
ebcab1d0-b717-438e-b48c-ffe0ba73b822,Otavio,Lacerda,olacerda908@yahoo.com,(86) 0670-7262,64239,Masculino,1997-11-10,2020-02-28,1338 Perez Fall,Balneário Gaivota,Santa Catarina,Brasil,Indicação
5e045119-0bde-4288-9d86-5f861e2e41e4,Simone,Quaresma,squaresma393@gmail.com,(73) 1041-3392,null,Feminino,1991-10-01,2021-05-19,898 Dustin Motorway Suite 480,Corumbá,Mato Grosso Do Sul,Brasil,Web
f568fe0a-d649-4d2b-a542-8ce7e5c1aec6,Fernanda,Pinto,fernanda.pinto@yahoo.com,(13) 1456-3986,656,Feminino,1992-05-15,2023-09-06,035 Thomas Valley Apt. 371,Pedreira,São Paulo,Brasil,App
